사용월,호선명,역ID,지하철역,승차승객수,하차승객수,작업일시
2021-09,7호선,509,숭실대입구(살피재),"278,146","284,314",2021-10-03 09:44:43
2021-09,7호선,510,상도,"246,567","237,884",2021-10-03 09:44:43
2021-09,7호선,511,장승배기,"225,916","220,659",2021-10-03 09:44:43
2021-09,7호선,512,신대방삼거리,"382,345","367,822",2021-10-03 09:44:43
2021-09,7호선,513,보라매,"225,459","223,232",2021-10-03 09:44:43
2021-09,7호선,514,신풍,"274,989","263,488",2021-10-03 09:44:43
2021-09,7호선,515,대림(구로구청),"209,604","208,257",2021-10-03 09:44:43
2021-09,7호선,516,남구로,"364,017","379,556",2021-10-03 09:44:43
2021-09,7호선,517,가산디지털단지,"957,256","942,785",2021-10-03 09:44:43
2021-09,7호선,518,철산,"498,616","510,949",2021-10-03 09:44:43
2021-09,7호선,519,광명사거리,"542,087","534,725",2021-10-03 09:44:43
2021-09,7호선,520,천왕,"262,553","250,995",2021-10-03 09:44:43
2021-09,7호선,521,온수(성공회대입구),"237,758","218,341",2021-10-03 09:44:43
2021-09,7호선,522,까치울,"185,943","181,415",2021-10-03 09:44:43
2021-09,7호선,523,부천종합운동장,"116,203","103,452",2021-10-03 09:44:43
2021-09,7호선,524,춘의,"220,832","217,281",2021-10-03 09:44:43
2021-09,7호선,525,신중동,"327,161","328,039",2021-10-03 09:44:43
2021-09,7호선,526,부천시청,"305,114","303,068",2021-10-03 09:44:43
2021-09,7호선,527,상동,"306,119","318,968",2021-10-03 09:44:43
2021-09,7호선,528,삼산체육관,"125,613","115,261",2021-10-03 09:44:43
2021-09,7호선,529,굴포천,"213,563","223,758",2021-10-03 09:44:43
2021-09,7호선,530,부평구청,"176,753","158,342",2021-10-03 09:44:43
2021-09,8호선,531,암사,"433,391","390,065",2021-10-03 09:44:43
2021-09,8호선,532,천호(풍납토성),"350,411","398,747",2021-10-03 09:44:43
2021-09,8호선,533,강동구청,"233,264","242,537",2021-10-03 09:44:43
2021-09,8호선,534,몽촌토성(평화의문),"142,173","142,963",2021-10-03 09:44:43
2021-09,8호선,535,잠실(송파구청),"320,953","372,458",2021-10-03 09:44:43
2021-09,8호선,536,석촌,"178,746","209,750",2021-10-03 09:44:43
2021-09,8호선,537,송파,"175,115","175,852",2021-10-03 09:44:43
2021-09,8호선,538,가락시장,"171,084","189,163",2021-10-03 09:44:43
2021-09,8호선,539,문정,"450,443","471,116",2021-10-03 09:44:43
2021-09,8호선,540,장지,"390,755","378,978",2021-10-03 09:44:43
2021-09,8호선,541,복정,"248,706","217,543",2021-10-03 09:44:43
2021-09,8호선,542,산성,"137,597","139,807",2021-10-03 09:44:43
2021-09,8호선,543,남한산성입구(성남법원.검찰청),"316,859","286,506",2021-10-03 09:44:43
2021-09,8호선,544,단대오거리,"246,473","238,061",2021-10-03 09:44:43
2021-09,8호선,545,신흥,"107,176","114,596",2021-10-03 09:44:43
2021-09,8호선,546,수진,"125,274","113,647",2021-10-03 09:44:43
2021-09,8호선,547,모란,"110,991","88,578",2021-10-03 09:44:43
2021-09,9호선,607,개화,"61,377","45,672",2021-10-03 09:44:43
2021-09,9호선,608,김포공항,"192,215","303,133",2021-10-03 09:44:43
2021-09,9호선,609,공항시장,"71,457","77,232",2021-10-03 09:44:43
2021-09,9호선,610,신방화,"160,740","156,952",2021-10-03 09:44:43
2021-09,9호선,611,마곡나루(서울식물원),"260,078","262,637",2021-10-03 09:44:43
2021-09,9호선,612,양천향교,"215,758","219,553",2021-10-03 09:44:43
2021-09,9호선,613,가양,"471,286","457,596",2021-10-03 09:44:43
2021-09,9호선,614,증미,"166,533","166,328",2021-10-03 09:44:43
2021-09,9호선,615,등촌,"264,752","261,876",2021-10-03 09:44:43
2021-09,9호선,616,염창,"390,389","379,896",2021-10-03 09:44:43
2021-09,9호선,617,신목동,"88,878","79,815",2021-10-03 09:44:43
2021-09,9호선,618,선유도,"181,604","176,666",2021-10-03 09:44:43
2021-09,9호선,619,당산,"404,838","403,867",2021-10-03 09:44:43
2021-09,9호선,620,국회의사당,"304,420","311,968",2021-10-03 09:44:43
2021-09,9호선,621,여의도,"534,507","513,280",2021-10-03 09:44:43
2021-09,9호선,622,샛강,"120,224","124,908",2021-10-03 09:44:43
2021-09,9호선,623,노량진,"629,254","614,429",2021-10-03 09:44:43
2021-09,9호선,624,노들,"109,306","93,647",2021-10-03 09:44:43
2021-09,9호선,625,흑석(중앙대입구),"181,678","188,939",2021-10-03 09:44:43
2021-09,9호선,626,동작(현충원),"45,666","36,511",2021-10-03 09:44:43
2021-09,9호선,627,구반포,"52,892","54,890",2021-10-03 09:44:43
2021-09,9호선,628,신반포,"78,036","77,106",2021-10-03 09:44:43
2021-09,9호선,629,고속터미널,"314,093","411,418",2021-10-03 09:44:43
2021-09,9호선,630,사평,"78,054","77,168",2021-10-03 09:44:43
2021-09,9호선,631,신논현,"700,757","691,865",2021-10-03 09:44:43
2021-09,공항철도 1호선,645,서울역,"184,575","172,063",2021-10-03 09:44:43
2021-09,공항철도 1호선,646,공덕,"50,621","64,986",2021-10-03 09:44:43
2021-09,공항철도 1호선,647,홍대입구,"242,347","240,002",2021-10-03 09:44:43
2021-09,공항철도 1호선,648,디지털미디어시티,"276,884","254,690",2021-10-03 09:44:43
2021-09,공항철도 1호선,649,마곡나루(서울식물원),"163,408","159,504",2021-10-03 09:44:43
2021-09,공항철도 1호선,650,김포공항,"318,406","175,340",2021-10-03 09:44:43
2021-09,공항철도 1호선,651,계양,"224,187","212,529",2021-10-03 09:44:43
2021-09,공항철도 1호선,652,검암,"160,231","159,021",2021-10-03 09:44:43
2021-09,공항철도 1호선,653,청라국제도시,"147,612","141,416",2021-10-03 09:44:43
2021-09,공항철도 1호선,654,운서,"163,711","166,946",2021-10-03 09:44:43
2021-09,공항철도 1호선,655,공항화물청사,"53,767","57,494",2021-10-03 09:44:43
2021-09,공항철도 1호선,656,인천공항1터미널,"96,204","99,045",2021-10-03 09:44:43
2021-09,공항철도 1호선,657,인천공항2터미널,"56,452","53,043",2021-10-03 09:44:43
2021-09,공항철도 1호선,658,영종,"76,362","77,547",2021-10-03 09:44:43
2021-09,9호선2~3단계,632,언주,"222,372","225,252",2021-10-03 09:44:43
2021-09,9호선2~3단계,633,선정릉,"204,368","221,599",2021-10-03 09:44:43
2021-09,9호선2~3단계,634,삼성중앙,"139,327","143,892",2021-10-03 09:44:43
2021-09,9호선2~3단계,635,봉은사,"338,376","342,008",2021-10-03 09:44:43
2021-09,9호선2~3단계,636,종합운동장,"92,718","91,539",2021-10-03 09:44:43
2021-09,9호선2~3단계,637,삼전,"158,143","153,248",2021-10-03 09:44:43
2021-09,9호선2~3단계,638,석촌고분,"138,692","138,103",2021-10-03 09:44:43
2021-09,9호선2~3단계,639,석촌,"193,698","171,855",2021-10-03 09:44:43
2021-09,9호선2~3단계,640,송파나루,"113,156","122,751",2021-10-03 09:44:43
2021-09,9호선2~3단계,641,한성백제,"60,894","55,638",2021-10-03 09:44:43
2021-09,9호선2~3단계,642,올림픽공원(한국체대),"145,441","144,918",2021-10-03 09:44:43
2021-09,9호선2~3단계,643,둔촌오륜,"27,728","25,370",2021-10-03 09:44:43
2021-09,9호선2~3단계,644,중앙보훈병원,"229,932","208,659",2021-10-03 09:44:43
2021-09,우이신설선,702,북한산우이,"80,965","78,348",2021-10-03 09:44:43
2021-09,우이신설선,703,솔밭공원,"60,327","59,099",2021-10-03 09:44:43
2021-09,우이신설선,704,4.19민주묘지,"74,071","68,878",2021-10-03 09:44:43
2021-09,우이신설선,705,가오리,"102,082","100,883",2021-10-03 09:44:43
2021-09,우이신설선,706,화계,"84,497","79,218",2021-10-03 09:44:43
2021-09,우이신설선,707,삼양,"49,987","53,651",2021-10-03 09:44:43
2021-09,우이신설선,708,삼양사거리,"63,227","63,312",2021-10-03 09:44:43
2021-09,우이신설선,709,솔샘,"133,838","125,539",2021-10-03 09:44:43
2021-09,우이신설선,710,북한산보국문,"144,668","138,329",2021-10-03 09:44:43
2021-09,우이신설선,711,정릉,"111,643","100,299",2021-10-03 09:44:43
2021-09,우이신설선,712,성신여대입구(돈암),"80,059","87,704",2021-10-03 09:44:43
2021-09,우이신설선,713,보문,"37,206","36,583",2021-10-03 09:44:43
2021-09,우이신설선,714,신설동,"52,219","50,847",2021-10-03 09:44:43
